ind,cal_stream,ind_year,year_gz,month,intercalary,nmd_gz,nmd_jdn,hui_jdn
9372,1,512,29,6,0,57,1908246.5,1908274.5
9373,1,512,29,7,0,26,1908275.5,1908304.5
9374,1,512,29,8,0,56,1908305.5,1908333.5
9375,1,512,29,9,0,25,1908334.5,1908363.5
9376,1,512,29,10,0,55,1908364.5,1908392.5
9377,1,512,29,11,0,24,1908393.5,1908422.5
9378,1,512,29,12,0,54,1908423.5,1908451.5
9379,1,513,30,1,0,23,1908452.5,1908481.5
9380,1,513,30,2,0,53,1908482.5,1908510.5
9381,1,513,30,3,0,22,1908511.5,1908540.5
9382,1,513,30,3,1,52,1908541.5,1908569.5
9383,1,513,30,4,0,21,1908570.5,1908599.5
9384,1,513,30,5,0,51,1908600.5,1908629.5
9385,1,513,30,6,0,21,1908630.5,1908658.5
9386,1,513,30,7,0,50,1908659.5,1908688.5
9387,1,513,30,8,0,20,1908689.5,1908717.5
9388,1,513,30,9,0,49,1908718.5,1908747.5
9389,1,513,30,10,0,19,1908748.5,1908776.5
9390,1,513,30,11,0,48,1908777.5,1908806.5
9391,1,513,30,12,0,18,1908807.5,1908835.5
9392,1,514,31,1,0,47,1908836.5,1908865.5
9393,1,514,31,2,0,17,1908866.5,1908894.5
9394,1,514,31,3,0,46,1908895.5,1908924.5
9395,1,514,31,4,0,16,1908925.5,1908953.5
9396,1,514,31,5,0,45,1908954.5,1908983.5
9397,1,514,31,6,0,15,1908984.5,1909012.5
9398,1,514,31,7,0,44,1909013.5,1909042.5
9399,1,514,31,8,0,14,1909043.5,1909071.5
9400,1,514,31,9,0,43,1909072.5,1909101.5
9401,1,514,31,10,0,13,1909102.5,1909130.5
9402,1,514,31,11,0,42,1909131.5,1909160.5
9403,1,514,31,12,0,12,1909161.5,1909190.5
9404,1,515,32,1,0,42,1909191.5,1909219.5
9405,1,515,32,2,0,11,1909220.5,1909249.5
9406,1,515,32,3,0,41,1909250.5,1909278.5
9407,1,515,32,4,0,10,1909279.5,1909308.5
9408,1,515,32,5,0,40,1909309.5,1909337.5
9409,1,515,32,6,0,9,1909338.5,1909367.5
9410,1,515,32,7,0,39,1909368.5,1909396.5
9411,1,515,32,8,0,8,1909397.5,1909426.5
9412,1,515,32,9,0,38,1909427.5,1909455.5
9413,1,515,32,10,0,7,1909456.5,1909485.5
9414,1,515,32,11,0,37,1909486.5,1909514.5
9415,1,515,32,12,0,6,1909515.5,1909544.5
9416,1,515,32,12,1,36,1909545.5,1909573.5
9417,1,516,33,1,0,5,1909574.5,1909603.5
9418,1,516,33,2,0,35,1909604.5,1909633.5
9419,1,516,33,3,0,5,1909634.5,1909662.5
9420,1,516,33,4,0,34,1909663.5,1909692.5
9421,1,516,33,5,0,4,1909693.5,1909721.5
9422,1,516,33,6,0,33,1909722.5,1909751.5
9423,1,516,33,7,0,3,1909752.5,1909780.5
9424,1,516,33,8,0,32,1909781.5,1909810.5
9425,1,516,33,9,0,2,1909811.5,1909839.5
9426,1,516,33,10,0,31,1909840.5,1909869.5
9427,1,516,33,11,0,1,1909870.5,1909898.5
9428,1,516,33,12,0,30,1909899.5,1909928.5
9429,1,517,34,1,0,60,1909929.5,1909957.5
9430,1,517,34,2,0,29,1909958.5,1909987.5
9431,1,517,34,3,0,59,1909988.5,1910016.5
9432,1,517,34,4,0,28,1910017.5,1910046.5
9433,1,517,34,5,0,58,1910047.5,1910076.5
9434,1,517,34,6,0,28,1910077.5,1910105.5
9435,1,517,34,7,0,57,1910106.5,1910135.5
9436,1,517,34,8,0,27,1910136.5,1910164.5
9437,1,517,34,9,0,56,1910165.5,1910194.5
9438,1,517,34,10,0,26,1910195.5,1910223.5
9439,1,517,34,11,0,55,1910224.5,1910253.5
9440,1,517,34,12,0,25,1910254.5,1910282.5
9441,1,518,35,1,0,54,1910283.5,1910312.5
9442,1,518,35,2,0,24,1910313.5,1910341.5
9443,1,518,35,3,0,53,1910342.5,1910371.5
9444,1,518,35,4,0,23,1910372.5,1910400.5
9445,1,518,35,5,0,52,1910401.5,1910430.5
9446,1,518,35,6,0,22,1910431.5,1910459.5
9447,1,518,35,7,0,51,1910460.5,1910489.5
9448,1,518,35,8,0,21,1910490.5,1910518.5
9449,1,518,35,8,1,50,1910519.5,1910548.5
9450,1,518,35,9,0,20,1910549.5,1910578.5
9451,1,518,35,10,0,50,1910579.5,1910607.5
9452,1,518,35,11,0,19,1910608.5,1910637.5
9453,1,518,35,12,0,49,1910638.5,1910666.5
9454,1,519,36,1,0,18,1910667.5,1910696.5
9455,1,519,36,2,0,48,1910697.5,1910725.5
9456,1,519,36,3,0,17,1910726.5,1910755.5
9457,1,519,36,4,0,47,1910756.5,1910784.5
9458,1,519,36,5,0,16,1910785.5,1910814.5
9459,1,519,36,6,0,46,1910815.5,1910843.5
9460,1,519,36,7,0,15,1910844.5,1910873.5
9461,1,519,36,8,0,45,1910874.5,1910902.5
9462,1,519,36,9,0,14,1910903.5,1910932.5
9463,1,519,36,10,0,44,1910933.5,1910961.5
9464,1,519,36,11,0,13,1910962.5,1910991.5
9465,1,519,36,12,0,43,1910992.5,1911020.5
9466,1,520,37,1,0,12,1911021.5,1911050.5
9467,1,520,37,2,0,42,1911051.5,1911080.5
9468,1,520,37,3,0,12,1911081.5,1911109.5
9469,1,520,37,4,0,41,1911110.5,1911139.5
9470,1,520,37,5,0,11,1911140.5,1911168.5
9471,1,520,37,6,0,40,1911169.5,1911198.5
9472,1,520,37,7,0,10,1911199.5,1911227.5
9473,1,520,37,8,0,39,1911228.5,1911257.5
9474,1,520,37,9,0,9,1911258.5,1911286.5
9475,1,520,37,10,0,38,1911287.5,1911316.5
9476,1,520,37,11,0,8,1911317.5,1911345.5
9477,1,520,37,12,0,37,1911346.5,1911375.5
9478,1,521,38,1,0,7,1911376.5,1911404.5
9479,1,521,38,2,0,36,1911405.5,1911434.5
9480,1,521,38,3,0,6,1911435.5,1911463.5
9481,1,521,38,4,0,35,1911464.5,1911493.5
9482,1,521,38,5,0,5,1911494.5,1911523.5
9483,1,521,38,5,1,35,1911524.5,1911552.5
9484,1,521,38,6,0,4,1911553.5,1911582.5
9485,1,521,38,7,0,34,1911583.5,1911611.5
9486,1,521,38,8,0,3,1911612.5,1911641.5
9487,1,521,38,9,0,33,1911642.5,1911670.5
9488,1,521,38,10,0,2,1911671.5,1911700.5
9489,1,521,38,11,0,32,1911701.5,1911729.5
9490,1,521,38,12,0,1,1911730.5,1911759.5
9491,1,522,39,1,0,31,1911760.5,1911788.5
9492,1,522,39,2,0,60,1911789.5,1911818.5
9493,1,522,39,3,0,30,1911819.5,1911847.5
9494,1,522,39,4,0,59,1911848.5,1911877.5
9495,1,522,39,5,0,29,1911878.5,1911906.5
9496,1,522,39,6,0,58,1911907.5,1911936.5
9497,1,522,39,7,0,28,1911937.5,1911965.5
9498,1,522,39,8,0,57,1911966.5,1911995.5
9499,1,522,39,9,0,27,1911996.5,1912025.5
9500,1,522,39,10,0,57,1912026.5,1912054.5
9501,1,522,39,11,0,26,1912055.5,1912084.5
9502,1,522,39,12,0,56,1912085.5,1912113.5
9503,1,523,40,1,0,25,1912114.5,1912143.5
9504,1,523,40,2,0,55,1912144.5,1912172.5
9505,1,523,40,3,0,24,1912173.5,1912202.5
9506,1,523,40,4,0,54,1912203.5,1912231.5
9507,1,523,40,5,0,23,1912232.5,1912261.5
9508,1,523,40,6,0,53,1912262.5,1912290.5
9509,1,523,40,7,0,22,1912291.5,1912320.5
9510,1,523,40,8,0,52,1912321.5,1912349.5
9511,1,523,40,9,0,21,1912350.5,1912379.5
9512,1,523,40,10,0,51,1912380.5,1912408.5
9513,1,523,40,11,0,20,1912409.5,1912438.5
9514,1,523,40,12,0,50,1912439.5,1912467.5
9515,1,524,41,1,0,19,1912468.5,1912497.5
9516,1,524,41,2,0,49,1912498.5,1912527.5
9517,1,524,41,2,1,19,1912528.5,1912556.5
9518,1,524,41,3,0,48,1912557.5,1912586.5
9519,1,524,41,4,0,18,1912587.5,1912615.5
9520,1,524,41,5,0,47,1912616.5,1912645.5
9521,1,524,41,6,0,17,1912646.5,1912674.5
9522,1,524,41,7,0,46,1912675.5,1912704.5
9523,1,524,41,8,0,16,1912705.5,1912733.5
9524,1,524,41,9,0,45,1912734.5,1912763.5
9525,1,524,41,10,0,15,1912764.5,1912792.5
9526,1,524,41,11,0,44,1912793.5,1912822.5
9527,1,524,41,12,0,14,1912823.5,1912851.5
9528,1,525,42,1,0,43,1912852.5,1912881.5
9529,1,525,42,2,0,13,1912882.5,1912910.5
9530,1,525,42,3,0,42,1912911.5,1912940.5
9531,1,525,42,4,0,12,1912941.5,1912970.5
9532,1,525,42,5,0,42,1912971.5,1912999.5
9533,1,525,42,6,0,11,1913000.5,1913029.5
9534,1,525,42,7,0,41,1913030.5,1913058.5
9535,1,525,42,8,0,10,1913059.5,1913088.5
9536,1,525,42,9,0,40,1913089.5,1913117.5
9537,1,525,42,10,0,9,1913118.5,1913147.5
9538,1,525,42,11,0,39,1913148.5,1913176.5
9539,1,525,42,12,0,8,1913177.5,1913206.5
9540,1,526,43,1,0,38,1913207.5,1913235.5
9541,1,526,43,2,0,7,1913236.5,1913265.5
9542,1,526,43,3,0,37,1913266.5,1913294.5
9543,1,526,43,4,0,6,1913295.5,1913324.5
9544,1,526,43,5,0,36,1913325.5,1913353.5
9545,1,526,43,6,0,5,1913354.5,1913383.5
9546,1,526,43,7,0,35,1913384.5,1913412.5
9547,1,526,43,8,0,4,1913413.5,1913442.5
9548,1,526,43,9,0,34,1913443.5,1913471.5
9549,1,526,43,10,0,3,1913472.5,1913501.5
9550,1,526,43,10,1,33,1913502.5,1913531.5
9551,1,526,43,11,0,3,1913532.5,1913560.5
9552,1,526,43,12,0,32,1913561.5,1913590.5
9553,1,527,44,1,0,2,1913591.5,1913619.5
9554,1,527,44,2,0,31,1913620.5,1913649.5
9555,1,527,44,3,0,1,1913650.5,1913678.5
9556,1,527,44,4,0,30,1913679.5,1913708.5
9557,1,527,44,5,0,60,1913709.5,1913737.5
9558,1,527,44,6,0,29,1913738.5,1913767.5
9559,1,527,44,7,0,59,1913768.5,1913796.5
9560,1,527,44,8,0,28,1913797.5,1913826.5
9561,1,527,44,9,0,58,1913827.5,1913855.5
9562,1,527,44,10,0,27,1913856.5,1913885.5
9563,1,527,44,11,0,57,1913886.5,1913914.5
9564,1,527,44,12,0,26,1913915.5,1913944.5
9565,1,528,45,1,0,56,1913945.5,1913974.5
9566,1,528,45,2,0,26,1913975.5,1914003.5
9567,1,528,45,3,0,55,1914004.5,1914033.5
9568,1,528,45,4,0,25,1914034.5,1914062.5
9569,1,528,45,5,0,54,1914063.5,1914092.5
9570,1,528,45,6,0,24,1914093.5,1914121.5
9571,1,528,45,7,0,53,1914122.5,1914151.5
9572,1,528,45,8,0,23,1914152.5,1914180.5
9573,1,528,45,9,0,52,1914181.5,1914210.5
9574,1,528,45,10,0,22,1914211.5,1914239.5
9575,1,528,45,11,0,51,1914240.5,1914269.5
9576,1,528,45,12,0,21,1914270.5,1914298.5
9577,1,529,46,1,0,50,1914299.5,1914328.5
9578,1,529,46,2,0,20,1914329.5,1914357.5
9579,1,529,46,3,0,49,1914358.5,1914387.5
9580,1,529,46,4,0,19,1914388.5,1914417.5
9581,1,529,46,5,0,49,1914418.5,1914446.5
9582,1,529,46,6,0,18,1914447.5,1914476.5
9583,1,529,46,6,1,48,1914477.5,1914505.5
9584,1,529,46,7,0,17,1914506.5,1914535.5
9585,1,529,46,8,0,47,1914536.5,1914564.5
9586,1,529,46,9,0,16,1914565.5,1914594.5
9587,1,529,46,10,0,46,1914595.5,1914623.5
9588,1,529,46,11,0,15,1914624.5,1914653.5
9589,1,529,46,12,0,45,1914654.5,1914682.5
9590,1,530,47,1,0,14,1914683.5,1914712.5
9591,1,530,47,2,0,44,1914713.5,1914741.5
9592,1,530,47,3,0,13,1914742.5,1914771.5
9593,1,530,47,4,0,43,1914772.5,1914800.5
9594,1,530,47,5,0,12,1914801.5,1914830.5
9595,1,530,47,6,0,42,1914831.5,1914859.5
9596,1,530,47,7,0,11,1914860.5,1914889.5
9597,1,530,47,8,0,41,1914890.5,1914919.5
9598,1,530,47,9,0,11,1914920.5,1914948.5
9599,1,530,47,10,0,40,1914949.5,1914978.5
9600,1,530,47,11,0,10,1914979.5,1915007.5
9601,1,530,47,12,0,39,1915008.5,1915037.5
9602,1,531,48,1,0,9,1915038.5,1915066.5
9603,1,531,48,2,0,38,1915067.5,1915096.5
9604,1,531,48,3,0,8,1915097.5,1915125.5
9605,1,531,48,4,0,37,1915126.5,1915155.5
9606,1,531,48,5,0,7,1915156.5,1915184.5
9607,1,531,48,6,0,36,1915185.5,1915214.5
9608,1,531,48,7,0,6,1915215.5,1915243.5
9609,1,531,48,8,0,35,1915244.5,1915273.5
9610,1,531,48,9,0,5,1915274.5,1915302.5
9611,1,531,48,10,0,34,1915303.5,1915332.5
9612,1,531,48,11,0,4,1915333.5,1915361.5
9613,1,531,48,12,0,33,1915362.5,1915391.5
9614,1,532,49,1,0,3,1915392.5,1915421.5
9615,1,532,49,2,0,33,1915422.5,1915450.5
9616,1,532,49,3,0,2,1915451.5,1915480.5
9617,1,532,49,3,1,32,1915481.5,1915509.5
9618,1,532,49,4,0,1,1915510.5,1915539.5
9619,1,532,49,5,0,31,1915540.5,1915568.5
9620,1,532,49,6,0,60,1915569.5,1915598.5
9621,1,532,49,7,0,30,1915599.5,1915627.5
9622,1,532,49,8,0,59,1915628.5,1915657.5
9623,1,532,49,9,0,29,1915658.5,1915686.5
9624,1,532,49,10,0,58,1915687.5,1915716.5
9625,1,532,49,11,0,28,1915717.5,1915745.5
9626,1,532,49,12,0,57,1915746.5,1915775.5
9627,1,533,50,1,0,27,1915776.5,1915804.5
9628,1,533,50,2,0,56,1915805.5,1915834.5
9629,1,533,50,3,0,26,1915835.5,1915864.5
9630,1,533,50,4,0,56,1915865.5,1915893.5
9631,1,533,50,5,0,25,1915894.5,1915923.5
9632,1,533,50,6,0,55,1915924.5,1915952.5
9633,1,533,50,7,0,24,1915953.5,1915982.5
9634,1,533,50,8,0,54,1915983.5,1916011.5
9635,1,533,50,9,0,23,1916012.5,1916041.5
9636,1,533,50,10,0,53,1916042.5,1916070.5
9637,1,533,50,11,0,22,1916071.5,1916100.5
9638,1,533,50,12,0,52,1916101.5,1916129.5
9639,1,534,51,1,0,21,1916130.5,1916159.5
9640,1,534,51,2,0,51,1916160.5,1916188.5
9641,1,534,51,3,0,20,1916189.5,1916218.5
9642,1,534,51,4,0,50,1916219.5,1916247.5
9643,1,534,51,5,0,19,1916248.5,1916277.5
9644,1,534,51,6,0,49,1916278.5,1916306.5
9645,1,534,51,7,0,18,1916307.5,1916336.5
9646,1,534,51,8,0,48,1916337.5,1916366.5
9647,1,534,51,9,0,18,1916367.5,1916395.5
9648,1,534,51,10,0,47,1916396.5,1916425.5
9649,1,534,51,11,0,17,1916426.5,1916454.5
9650,1,534,51,12,0,46,1916455.5,1916484.5
9651,1,534,51,12,1,16,1916485.5,1916513.5
9652,1,535,52,1,0,45,1916514.5,1916543.5
9653,1,535,52,2,0,15,1916544.5,1916572.5
9654,1,535,52,3,0,44,1916573.5,1916602.5
9655,1,535,52,4,0,14,1916603.5,1916631.5
9656,1,535,52,5,0,43,1916632.5,1916661.5
9657,1,535,52,6,0,13,1916662.5,1916690.5
9658,1,535,52,7,0,42,1916691.5,1916720.5
9659,1,535,52,8,0,12,1916721.5,1916749.5
9660,1,535,52,9,0,41,1916750.5,1916779.5
9661,1,535,52,10,0,11,1916780.5,1916808.5
9662,1,535,52,11,0,40,1916809.5,1916838.5
9663,1,535,52,12,0,10,1916839.5,1916868.5
9664,1,536,53,1,0,40,1916869.5,1916897.5
9665,1,536,53,2,0,9,1916898.5,1916927.5
9666,1,536,53,3,0,39,1916928.5,1916956.5
9667,1,536,53,4,0,8,1916957.5,1916986.5
9668,1,536,53,5,0,38,1916987.5,1917015.5
9669,1,536,53,6,0,7,1917016.5,1917045.5
9670,1,536,53,7,0,37,1917046.5,1917074.5
9671,1,536,53,8,0,6,1917075.5,1917104.5
9672,1,536,53,9,0,36,1917105.5,1917133.5
9673,1,536,53,10,0,5,1917134.5,1917163.5
9674,1,536,53,11,0,35,1917164.5,1917192.5
9675,1,536,53,12,0,4,1917193.5,1917222.5
9676,1,537,54,1,0,34,1917223.5,1917251.5
9677,1,537,54,2,0,3,1917252.5,1917281.5
9678,1,537,54,3,0,33,1917282.5,1917311.5
9679,1,537,54,4,0,3,1917312.5,1917340.5
9680,1,537,54,5,0,32,1917341.5,1917370.5
9681,1,537,54,6,0,2,1917371.5,1917399.5
9682,1,537,54,7,0,31,1917400.5,1917429.5
9683,1,537,54,8,0,1,1917430.5,1917458.5
9684,1,537,54,9,0,30,1917459.5,1917488.5
9685,1,537,54,9,1,60,1917489.5,1917517.5
9686,1,537,54,10,0,29,1917518.5,1917547.5
9687,1,537,54,11,0,59,1917548.5,1917576.5
9688,1,537,54,12,0,28,1917577.5,1917606.5
9689,1,538,55,1,0,58,1917607.5,1917635.5
9690,1,538,55,2,0,27,1917636.5,1917665.5
9691,1,538,55,3,0,57,1917666.5,1917694.5
9692,1,538,55,4,0,26,1917695.5,1917724.5
9693,1,538,55,5,0,56,1917725.5,1917753.5
9694,1,538,55,6,0,25,1917754.5,1917783.5
9695,1,538,55,7,0,55,1917784.5,1917813.5
9696,1,538,55,8,0,25,1917814.5,1917842.5
9697,1,538,55,9,0,54,1917843.5,1917872.5
9698,1,538,55,10,0,24,1917873.5,1917901.5
9699,1,538,55,11,0,53,1917902.5,1917931.5
9700,1,538,55,12,0,23,1917932.5,1917960.5
9701,1,539,56,1,0,52,1917961.5,1917990.5
9702,1,539,56,2,0,22,1917991.5,1918019.5
9703,1,539,56,3,0,51,1918020.5,1918049.5
9704,1,539,56,4,0,21,1918050.5,1918078.5
9705,1,539,56,5,0,50,1918079.5,1918108.5
9706,1,539,56,6,0,20,1918109.5,1918137.5
9707,1,539,56,7,0,49,1918138.5,1918167.5
9708,1,539,56,8,0,19,1918168.5,1918196.5
9709,1,539,56,9,0,48,1918197.5,1918226.5
9710,1,539,56,10,0,18,1918227.5,1918255.5
9711,1,539,56,11,0,47,1918256.5,1918285.5
9712,1,539,56,12,0,17,1918286.5,1918315.5
9713,1,540,57,1,0,47,1918316.5,1918344.5
9714,1,540,57,2,0,16,1918345.5,1918374.5
9715,1,540,57,3,0,46,1918375.5,1918403.5
9716,1,540,57,4,0,15,1918404.5,1918433.5
9717,1,540,57,5,0,45,1918434.5,1918462.5
9718,1,540,57,5,1,14,1918463.5,1918492.5
9719,1,540,57,6,0,44,1918493.5,1918521.5
9720,1,540,57,7,0,13,1918522.5,1918551.5
9721,1,540,57,8,0,43,1918552.5,1918580.5
9722,1,540,57,9,0,12,1918581.5,1918610.5
9723,1,540,57,10,0,42,1918611.5,1918639.5
9724,1,540,57,11,0,11,1918640.5,1918669.5
9725,1,540,57,12,0,41,1918670.5,1918698.5
9726,1,541,58,1,0,10,1918699.5,1918728.5
9727,1,541,58,2,0,40,1918729.5,1918758.5
9728,1,541,58,3,0,10,1918759.5,1918787.5
9729,1,541,58,4,0,39,1918788.5,1918817.5
9730,1,541,58,5,0,9,1918818.5,1918846.5
9731,1,541,58,6,0,38,1918847.5,1918876.5
9732,1,541,58,7,0,8,1918877.5,1918905.5
9733,1,541,58,8,0,37,1918906.5,1918935.5
9734,1,541,58,9,0,7,1918936.5,1918964.5
9735,1,541,58,10,0,36,1918965.5,1918994.5
9736,1,541,58,11,0,6,1918995.5,1919023.5
9737,1,541,58,12,0,35,1919024.5,1919053.5
9738,1,542,59,1,0,5,1919054.5,1919082.5
9739,1,542,59,2,0,34,1919083.5,1919112.5
9740,1,542,59,3,0,4,1919113.5,1919141.5
9741,1,542,59,4,0,33,1919142.5,1919171.5
9742,1,542,59,5,0,3,1919172.5,1919200.5
9743,1,542,59,6,0,32,1919201.5,1919230.5
9744,1,542,59,7,0,2,1919231.5,1919260.5
9745,1,542,59,8,0,32,1919261.5,1919289.5
9746,1,542,59,9,0,1,1919290.5,1919319.5
9747,1,542,59,10,0,31,1919320.5,1919348.5
9748,1,542,59,11,0,60,1919349.5,1919378.5
9749,1,542,59,12,0,30,1919379.5,1919407.5
9750,1,543,60,1,0,59,1919408.5,1919437.5
9751,1,543,60,1,1,29,1919438.5,1919466.5
9752,1,543,60,2,0,58,1919467.5,1919496.5
9753,1,543,60,3,0,28,1919497.5,1919525.5
9754,1,543,60,4,0,57,1919526.5,1919555.5
9755,1,543,60,5,0,27,1919556.5,1919584.5
9756,1,543,60,6,0,56,1919585.5,1919614.5
9757,1,543,60,7,0,26,1919615.5,1919643.5
9758,1,543,60,8,0,55,1919644.5,1919673.5
9759,1,543,60,9,0,25,1919674.5,1919702.5
9760,1,543,60,10,0,54,1919703.5,1919732.5
9761,1,543,60,11,0,24,1919733.5,1919762.5
9762,1,543,60,12,0,54,1919763.5,1919791.5
9763,1,544,1,1,0,23,1919792.5,1919821.5
9764,1,544,1,2,0,53,1919822.5,1919850.5
9765,1,544,1,3,0,22,1919851.5,1919880.5
9766,1,544,1,4,0,52,1919881.5,1919909.5
9767,1,544,1,5,0,21,1919910.5,1919939.5
9768,1,544,1,6,0,51,1919940.5,1919968.5
9769,1,544,1,7,0,20,1919969.5,1919998.5
9770,1,544,1,8,0,50,1919999.5,1920027.5
9771,1,544,1,9,0,19,1920028.5,1920057.5
9772,1,544,1,10,0,49,1920058.5,1920086.5
9773,1,544,1,11,0,18,1920087.5,1920116.5
9774,1,544,1,12,0,48,1920117.5,1920145.5
9775,1,545,2,1,0,17,1920146.5,1920175.5
9776,1,545,2,2,0,47,1920176.5,1920205.5
9777,1,545,2,3,0,17,1920206.5,1920234.5
9778,1,545,2,4,0,46,1920235.5,1920264.5
9779,1,545,2,5,0,16,1920265.5,1920293.5
9780,1,545,2,6,0,45,1920294.5,1920323.5
9781,1,545,2,7,0,15,1920324.5,1920352.5
9782,1,545,2,8,0,44,1920353.5,1920382.5
9783,1,545,2,9,0,14,1920383.5,1920411.5
9784,1,545,2,10,0,43,1920412.5,1920441.5
9785,1,545,2,10,1,13,1920442.5,1920470.5
9786,1,545,2,11,0,42,1920471.5,1920500.5
9787,1,545,2,12,0,12,1920501.5,1920529.5
9788,1,546,3,1,0,41,1920530.5,1920559.5
9789,1,546,3,2,0,11,1920560.5,1920588.5
9790,1,546,3,3,0,40,1920589.5,1920618.5
9791,1,546,3,4,0,10,1920619.5,1920647.5
9792,1,546,3,5,0,39,1920648.5,1920677.5
9793,1,546,3,6,0,9,1920678.5,1920707.5
9794,1,546,3,7,0,39,1920708.5,1920736.5
9795,1,546,3,8,0,8,1920737.5,1920766.5
9796,1,546,3,9,0,38,1920767.5,1920795.5
9797,1,546,3,10,0,7,1920796.5,1920825.5
9798,1,546,3,11,0,37,1920826.5,1920854.5
9799,1,546,3,12,0,6,1920855.5,1920884.5
9800,1,547,4,1,0,36,1920885.5,1920913.5
9801,1,547,4,2,0,5,1920914.5,1920943.5
9802,1,547,4,3,0,35,1920944.5,1920972.5
9803,1,547,4,4,0,4,1920973.5,1921002.5
9804,1,547,4,5,0,34,1921003.5,1921031.5
9805,1,547,4,6,0,3,1921032.5,1921061.5
9806,1,547,4,7,0,33,1921062.5,1921090.5
9807,1,547,4,8,0,2,1921091.5,1921120.5
9808,1,547,4,9,0,32,1921121.5,1921149.5
9809,1,547,4,10,0,1,1921150.5,1921179.5
9810,1,547,4,11,0,31,1921180.5,1921209.5
9811,1,547,4,12,0,1,1921210.5,1921238.5
9812,1,548,5,1,0,30,1921239.5,1921268.5
9813,1,548,5,2,0,60,1921269.5,1921297.5
9814,1,548,5,3,0,29,1921298.5,1921327.5
9815,1,548,5,4,0,59,1921328.5,1921356.5
9816,1,548,5,5,0,28,1921357.5,1921386.5
9817,1,548,5,6,0,58,1921387.5,1921415.5
9818,1,548,5,7,0,27,1921416.5,1921445.5
9819,1,548,5,7,1,57,1921446.5,1921474.5
9820,1,548,5,8,0,26,1921475.5,1921504.5
9821,1,548,5,9,0,56,1921505.5,1921533.5
9822,1,548,5,10,0,25,1921534.5,1921563.5
9823,1,548,5,11,0,55,1921564.5,1921592.5
9824,1,548,5,12,0,24,1921593.5,1921622.5
9825,1,549,6,1,0,54,1921623.5,1921652.5
9826,1,549,6,2,0,24,1921653.5,1921681.5
9827,1,549,6,3,0,53,1921682.5,1921711.5
9828,1,549,6,4,0,23,1921712.5,1921740.5
9829,1,549,6,5,0,52,1921741.5,1921770.5
9830,1,549,6,6,0,22,1921771.5,1921799.5
9831,1,549,6,7,0,51,1921800.5,1921829.5
9832,1,549,6,8,0,21,1921830.5,1921858.5
9833,1,549,6,9,0,50,1921859.5,1921888.5
9834,1,549,6,10,0,20,1921889.5,1921917.5
9835,1,549,6,11,0,49,1921918.5,1921947.5
9836,1,549,6,12,0,19,1921948.5,1921976.5
9837,1,550,7,1,0,48,1921977.5,1922006.5
9838,1,550,7,2,0,18,1922007.5,1922035.5
9839,1,550,7,3,0,47,1922036.5,1922065.5
9840,1,550,7,4,0,17,1922066.5,1922094.5
9841,1,550,7,5,0,46,1922095.5,1922124.5
9842,1,550,7,6,0,16,1922125.5,1922154.5
9843,1,550,7,7,0,46,1922155.5,1922183.5
9844,1,550,7,8,0,15,1922184.5,1922213.5
9845,1,550,7,9,0,45,1922214.5,1922242.5
9846,1,550,7,10,0,14,1922243.5,1922272.5
9847,1,550,7,11,0,44,1922273.5,1922301.5
9848,1,550,7,12,0,13,1922302.5,1922331.5
9849,1,551,8,1,0,43,1922332.5,1922360.5
9850,1,551,8,2,0,12,1922361.5,1922390.5
9851,1,551,8,3,0,42,1922391.5,1922419.5
9852,1,551,8,3,1,11,1922420.5,1922449.5
9853,1,551,8,4,0,41,1922450.5,1922478.5
9854,1,551,8,5,0,10,1922479.5,1922508.5
9855,1,551,8,6,0,40,1922509.5,1922537.5
9856,1,551,8,7,0,9,1922538.5,1922567.5
9857,1,551,8,8,0,39,1922568.5,1922596.5
9858,1,551,8,9,0,8,1922597.5,1922626.5
9859,1,551,8,10,0,38,1922627.5,1922655.5
9860,1,551,8,11,0,7,1922656.5,1922685.5
9861,1,551,8,12,0,37,1922686.5,1922715.5
9862,1,552,9,1,0,7,1922716.5,1922744.5
9863,1,552,9,2,0,36,1922745.5,1922774.5
9864,1,552,9,3,0,6,1922775.5,1922803.5
9865,1,552,9,4,0,35,1922804.5,1922833.5
9866,1,552,9,5,0,5,1922834.5,1922862.5
9867,1,552,9,6,0,34,1922863.5,1922892.5
9868,1,552,9,7,0,4,1922893.5,1922921.5
9869,1,552,9,8,0,33,1922922.5,1922951.5
9870,1,552,9,9,0,3,1922952.5,1922980.5
9871,1,552,9,10,0,32,1922981.5,1923010.5
9872,1,552,9,11,0,2,1923011.5,1923039.5
9873,1,552,9,12,0,31,1923040.5,1923069.5
9874,1,553,10,1,0,1,1923070.5,1923099.5
9875,1,553,10,2,0,31,1923100.5,1923128.5
9876,1,553,10,3,0,60,1923129.5,1923158.5
9877,1,553,10,4,0,30,1923159.5,1923187.5
9878,1,553,10,5,0,59,1923188.5,1923217.5
9879,1,553,10,6,0,29,1923218.5,1923246.5
9880,1,553,10,7,0,58,1923247.5,1923276.5
9881,1,553,10,8,0,28,1923277.5,1923305.5
9882,1,553,10,9,0,57,1923306.5,1923335.5
9883,1,553,10,10,0,27,1923336.5,1923364.5
9884,1,553,10,11,0,56,1923365.5,1923394.5
9885,1,553,10,11,1,26,1923395.5,1923423.5
9886,1,553,10,12,0,55,1923424.5,1923453.5
9887,1,554,11,1,0,25,1923454.5,1923482.5
