person_id,string,abr,era_prefix_only,string_simp
3641,司馬安世,,False,司马安世
3637,張太伯,,False,张太伯
3727,王巨君,,False,王巨君
3729,劉公嗣,,False,刘公嗣
3730,孫子明,,False,孙子明
3731,孫子烈,,False,孙子烈
3987,桓敬道,,False,桓敬道
3968,張成遜,,False,张成逊
3918,宇文禰羅突,,False,宇文祢罗突
3917,宇文乾伯,,False,宇文干伯
3914,宇文統萬突,,False,宇文统万突
3910,孫元宗,,False,孙元宗
3907,孫仲謀,,False,孙仲谋
3877,司馬正度,,False,司马正度
3876,司馬世根,,False,司马世根
3875,司馬彭子,,False,司马彭子
3874,司馬道畿,,False,司马道畿
3873,司馬景文,,False,司马景文
3872,司馬昌明,,False,司马昌明
3871,司馬道萬,,False,司马道万
3866,司馬千齡,,False,司马千龄
3861,蕭叔達,,False,萧叔达
3842,劉永明,,False,刘永明
3742,高正道,,False,高正道
3739,元華興,,False,元华兴
3737,蕭慧相,,False,萧慧相
3736,蕭靖通,,False,萧靖通
15316,趙惇,,False,赵惇
262,劉玄,,False,刘玄
263,曹叡,,False,曹睿
3237,楊盛,,False,杨盛
3635,慕容皝,,False,慕容皝
3636,張駿,,False,张骏
3637,張祚,,False,张祚
3638,李炎,,False,李炎
3641,司馬炎,,False,司马炎
3643,劉秀,,False,刘秀
3644,劉炟,,False,刘炟
3645,劉肇,,False,刘肇
3646,劉祜,,False,刘祜
3647,劉保,,False,刘保
3652,劉炳,,False,刘炳
3653,劉纘,,False,刘缵
3654,劉志,,False,刘志
3655,劉辯,,False,刘辩
3656,劉協,,False,刘协
3657,曹芳,,False,曹芳
3658,曹髦,,False,曹髦
3659,曹奐,,False,曹奂
3662,司馬熾,,False,司马炽
3634,劉詢,,False,刘询
3633,劉弗陵,,False,刘弗陵
3632,劉啟,,False,刘启
3370,楊後起,,False,杨后起
3262,楊保宗,,False,杨保宗
3269,高延宗,,False,高延宗
3270,楊保熾,,False,杨保炽
3280,楊文德,,False,杨文德
3311,楊元和,,False,杨元和
3312,楊僧嗣,,False,杨僧嗣
3339,楊文度,,False,杨文度
3340,楊文弘,,False,杨文弘
3372,楊紹先,,False,杨绍先
3631,劉恆,,False,刘恒
3373,楊智慧,,False,杨智慧
3374,楊辟邪,,False,杨辟邪
3375,楊廣香,,False,杨广香
3376,楊炯,,False,杨炯
3377,楊崇祖,,False,杨崇祖
3378,楊孟孫,,False,杨孟孙
3629,劉邦,,False,刘邦
3630,劉盈,,False,刘盈
3663,司馬鄴,,False,司马邺
3664,司馬岳,,False,司马岳
3665,司馬奕,,False,司马奕
3730,孫亮,,False,孙亮
3722,劉賀,,False,刘贺
3723,劉驁,,False,刘骜
3724,劉欣,,False,刘欣
3725,劉衎,,False,刘衎
3726,劉嬰,,False,刘婴
3727,王莽,,False,王莽
3728,劉懿,,False,刘懿
3729,劉禪,,False,刘禅
3731,孫休,,False,孙休
3710,劉備,,False,刘备
3732,劉義符,,False,刘义符
3733,劉昱,,False,刘昱
3734,劉準,,False,刘准
3736,蕭明,,False,萧明
3736,蕭淵明,,False,萧渊明
3737,蕭方智,,False,萧方智
3738,元釗,,False,元钊
3739,元曄,,False,元晔
3721,李儇,,False,李儇
3708,劉奭,,False,刘奭
3666,司馬德宗,,False,司马德宗
3680,苻登,,False,苻登
3667,司馬德文,,False,司马德文
3671,李歆,,False,李歆
3672,慕容寶,,False,慕容宝
3673,慕容盛,,False,慕容盛
3674,石世,,False,石世
3675,石遵,,False,石遵
3678,苻生,,False,苻生
3679,苻丕,,False,苻丕
3682,宇文覺,,False,宇文觉
3706,呂雉,,False,吕雉
3693,蕭昭業,,False,萧昭业
3694,蕭昭文,,False,萧昭文
3695,蕭鸞,,False,萧鸾
3696,蕭寶卷,,False,萧宝卷
3697,蕭寶融,,False,萧宝融
3700,李哲,,False,李哲
3700,李顯,,False,李显
3703,慕容垂,,False,慕容垂
3249,楊玄,,False,杨玄
3198,楊定,,False,杨定
3741,元恭,,False,元恭
3143,楊篡,,False,杨篡
286,李恂,,False,李恂
288,慕容熙,,False,慕容熙
289,慕容超,,False,慕容超
290,慕容雲,,False,慕容云
290,高雲,,False,高云
291,馮跋,,False,冯跋
292,馮弘,,False,冯弘
293,苻崇,,False,苻崇
297,乞伏國仁,,False,乞伏国仁
298,乞伏乾歸,,False,乞伏干归
299,乞伏熾磐,,False,乞伏炽磐
302,赫連昌,,False,赫连昌
303,赫連定,,False,赫连定
304,慕容泓,,False,慕容泓
306,段隨,,False,段随
307,慕容顗,,False,慕容𫖮
308,慕容瑤,,False,慕容瑶
309,慕容忠,,False,慕容忠
310,慕容永,,False,慕容永
284,且渠無諱,,False,且渠无讳
284,沮渠無諱,,False,沮渠无讳
283,且渠茂虔,,False,且渠茂虔
273,張曜靈,,False,张曜灵
264,劉淵,,False,刘渊
265,劉和,,False,刘和
266,劉聰,,False,刘聪
267,劉粲,,False,刘粲
269,石鑒,,False,石鉴
270,石祗,,False,石祗
271,冉閔,,False,冉闵
272,張重華,,False,张重华
274,張玄靚,,False,张玄靓
283,且渠牧犍,,False,且渠牧犍
275,張天錫,,False,张天锡
276,呂紹,,False,吕绍
277,呂隆,,False,吕隆
278,禿髮烏孤,,False,秃发乌孤
279,禿髮利鹿孤,,False,秃发利鹿孤
280,禿髮傉檀,,False,秃发傉檀
283,沮渠牧犍,,False,沮渠牧犍
283,沮渠茂虔,,False,沮渠茂虔
311,拓拔珪,,False,拓拔珪
311,拓跋珪,,False,拓跋珪
311,托跋珪,,False,托跋珪
3028,楊集始,,False,杨集始
2946,劉弘,,False,刘弘
2999,劉隆,,False,刘隆
3001,李特,,False,李特
3004,李流,,False,李流
3009,李雄,,False,李雄
3015,李班,,False,李班
3025,李期,,False,李期
3028,楊集,,False,杨集
3040,李壽,,False,李寿
2030,劉劭,,False,刘劭
3078,李勢,,False,李势
3086,譙縱,,False,谯纵
3111,楊難敵,,False,杨难敌
3115,楊毅,,False,杨毅
3117,楊初,,False,杨初
3126,楊國,,False,杨国
3128,楊俊,,False,杨俊
3137,楊世,,False,杨世
2933,劉恭,,False,刘恭
1880,嬴子嬰,,False,嬴子婴
312,拓拔嗣,,False,拓拔嗣
316,拓跋弘,,False,拓跋弘
312,托跋嗣,,False,托跋嗣
314,拓拔余,,False,拓拔余
314,拓跋余,,False,拓跋余
314,托跋余,,False,托跋余
315,拓拔濬,,False,拓拔浚
315,拓跋濬,,False,拓跋浚
315,托跋濬,,False,托跋浚
316,拓拔弘,,False,拓拔弘
316,托跋弘,,False,托跋弘
1879,嬴胡亥,,False,嬴胡亥
318,元脩,,False,元修
320,拓拔廓,,False,拓拔廓
320,托跋廓,,False,托跋廓
321,宇文闡,,False,宇文阐
511,張軌,,False,张轨
1345,元愉,,False,元愉
1571,張寔,,False,张实
1878,嬴政,,False,嬴政
3740,元子攸,,False,元子攸
3742,高殷,,False,高殷
15313,趙桓,,False,赵桓
5692,楊侗,,False,杨侗
15248,李從珂,,False,李从珂
15249,石敬瑭,,False,石敬瑭
15250,石重貴,,False,石重贵
15251,劉知遠,,False,刘知远
15252,劉承祐,,False,刘承祐
15253,郭威,,False,郭威
15254,柴榮,,False,柴荣
15255,柴宗訓,,False,柴宗训
15256,楊行密,,False,杨行密
15257,楊渥,,False,杨渥
15258,楊隆演,,False,杨隆演
15259,楊溥,,False,杨溥
15260,李昪,,False,李昪
15261,李璟,,False,李璟
15262,李煜,,False,李煜
15263,錢鏐,,False,钱镠
15264,錢元瓘,,False,钱元瓘
15265,錢弘佐,,False,钱弘佐
15266,錢弘俶,,False,钱弘俶
15247,李從厚,,False,李从厚
15246,李嗣源,,False,李嗣源
15245,李存勗,,False,李存勖
7342,沮渠蒙遜,,False,沮渠蒙逊
6004,蕭紀,,False,萧纪
6414,高紹義,,False,高绍义
7153,蕭詧,,False,萧察
7175,蕭巋,,False,萧岿
7178,蕭琮,,False,萧琮
7233,侯景,,False,侯景
7316,蕭棟,,False,萧栋
7320,李暠,,False,李皓
7342,且渠蒙遜,,False,且渠蒙逊
15244,朱瑱,,False,朱瑱
7605,蕭道成,,False,萧道成
7617,石勒,,False,石勒
7705,元朗,,False,元朗
7809,元善見,,False,元善见
7866,苻健,,False,苻健
10186,李重茂,,False,李重茂
10187,武瞾,,False,武照
15243,朱溫,,False,朱温
15267,王審知,,False,王审知
15268,王延翰,,False,王延翰
15269,王延鈞,,False,王延钧
15303,耶律洪基,,False,耶律洪基
15295,劉繼元,,False,刘继元
15296,耶律阿保機,,False,耶律阿保机
15297,耶律德光,,False,耶律德光
15298,耶律阮,,False,耶律阮
15299,耶律璟,,False,耶律璟
15300,耶律賢,,False,耶律贤
15301,耶律隆緒,,False,耶律隆绪
15302,耶律宗真,,False,耶律宗真
15304,耶律延禧,,False,耶律延禧
15293,劉鈞,,False,刘钧
15305,趙匡胤,,False,赵匡胤
15306,趙光義,,False,赵光义
15307,趙恆,,False,赵恒
15308,趙禎,,False,赵祯
15309,趙曙,,False,赵曙
15310,趙頊,,False,赵顼
15311,趙煦,,False,赵煦
15312,趙佶,,False,赵佶
15294,劉繼恩,,False,刘继恩
15292,劉旻,,False,刘旻
15270,王昶,,False,王昶
15279,馬希範,,False,马希范
15271,王曦,,False,王曦
15272,王延政,,False,王延政
15273,劉巖,,False,刘岩
15274,劉玢,,False,刘玢
15275,劉晟,,False,刘晟
15276,劉鋹,,False,刘𬬮
15277,馬殷,,False,马殷
15278,馬希聲,,False,马希声
15280,馬希廣,,False,马希广
15290,高保勗,,False,高保勖
15281,馬希萼,,False,马希萼
15283,王建,,False,王建
15284,王衍,,False,王衍
15285,孟知祥,,False,孟知祥
15286,孟昶,,False,孟昶
15287,高季興,,False,高季兴
15288,高從誨,,False,高从诲
15289,高保融,,False,高保融
5965,楊浩,,False,杨浩
4891,楊難當,,False,杨难当
3743,高恆,,False,高恒
4525,高緯,,False,高纬
3874,司馬紹,,False,司马绍
3875,司馬聃,,False,司马聃
3876,司馬衍,,False,司马衍
3877,司馬衷,,False,司马衷
3886,呂纂,,False,吕纂
3900,姚泓,,False,姚泓
3901,姚興,,False,姚兴
3907,孫權,,False,孙权
3910,孫晧,,False,孙晧
3910,孫浩,,False,孙浩
3914,宇文毓,,False,宇文毓
3917,宇文贇,,False,宇文赟
3918,宇文邕,,False,宇文邕
3968,張茂,,False,张茂
3987,桓玄,,False,桓玄
3998,慕容俊,,False,慕容俊
4000,慕容德,,False,慕容德
4001,慕容暐,,False,慕容𬀩
4002,慕容沖,,False,慕容冲
3873,司馬睿,,False,司马睿
3872,司馬曜,,False,司马曜
3871,司馬昱,,False,司马昱
3833,劉子業,,False,刘子业
3744,元欽,,False,元钦
3746,楊侑,,False,杨侑
3753,乞伏暮末,,False,乞伏暮末
3819,元宏,,False,元宏
3819,托跋宏,,False,托跋宏
3820,元寶炬,,False,元宝炬
3821,元恪,,False,元恪
3825,元詡,,False,元诩
3837,劉宏,,False,刘宏
3866,司馬丕,,False,司马丕
3838,劉彧,,False,刘彧
3839,劉徹,,False,刘彻
3842,劉曜,,False,刘曜
3853,劉義隆,,False,刘义隆
3854,劉莊,,False,刘庄
3856,劉裕,,False,刘裕
3860,劉駿,,False,刘骏
3861,蕭衍,,False,萧衍
4051,拓拔燾,,False,拓拔焘
4051,托跋燾,,False,托跋焘
4113,曹丕,,False,曹丕
4362,姚萇,,False,姚苌
4256,王充,,False,王充
4301,石弘,,False,石弘
4302,石虎,,False,石虎
4326,苻堅,,False,苻坚
4356,蕭綱,,False,萧纲
4358,蕭繹,,False,萧绎
4359,呂光,,False,吕光
4361,蕭賾,,False,萧赜
4407,赫連勃勃,,False,赫连勃勃
4205,且渠安周,,False,且渠安周
4479,陳伯宗,,False,陈伯宗
4482,陳叔寶,,False,陈叔宝
4485,陳蒨,,False,陈蒨
4486,陳霸先,,False,陈霸先
4487,陳頊,,False,陈顼
4519,高洋,,False,高洋
4520,高湛,,False,高湛
4521,高演,,False,高演
4256,王世充,,False,王世充
4205,沮渠安周,,False,沮渠安周
4115,李世民,,False,李世民
4134,李淵,,False,李渊
4117,李亨,,False,李亨
4125,李忱,,False,李忱
4126,李恆,,False,李恒
4128,李旦,,False,李旦
4129,李昂,,False,李昂
4130,李曄,,False,李晔
4131,李柷,,False,李柷
4132,李治,,False,李治
4135,李湛,,False,李湛
4193,段業,,False,段业
4136,李漼,,False,李漼
4140,李純,,False,李纯
4143,李誦,,False,李诵
4144,李豫,,False,李豫
4147,李适,,False,李适
4151,李隆基,,False,李隆基
4171,楊堅,,False,杨坚
4173,楊廣,,False,杨广
15314,趙構,,False,赵构
3914,世宗,,,世宗
3918,高祖,,,高祖
3860,世祖,,,世祖
3853,太祖,,,太祖
3856,高祖,,,高祖
3874,肅祖,,,肃祖
3872,烈宗,,,烈宗
3641,世祖,,,世祖
3861,高祖,,,高祖
3854,顯宗,,,显宗
3654,威宗,,,威宗
3647,敬宗,,,敬宗
3646,恭宗,,,恭宗
3645,穆宗,,,穆宗
3644,肅宗,,,肃宗
3643,世祖,,,世祖
3629,高祖,,,高祖
3839,世宗,,,世宗
3725,元宗,,,元宗
3723,統宗,,,统宗
3708,高宗,,,高宗
3634,中宗,,,中宗
3631,太宗,,,太宗
3635,太祖,,,太祖
3998,烈宗,,,烈宗
291,太祖,,,太祖
3703,世祖,,,世祖
3673,中宗,,,中宗
3672,烈宗,,,烈宗
4326,世祖,,,世祖
3680,太宗,,,太宗
7866,高祖,,,高祖
4362,太祖,,,太祖
3901,高祖,,,高祖
4487,高宗,,,高宗
4486,高祖,,,高祖
4485,世祖,,,世祖
4171,高祖,,,高祖
311,太祖,,,太祖
4051,世祖,,,世祖
3825,肅宗,,,肃宗
3821,世宗,,,世宗
3819,高祖,,,高祖
316,顯祖,,,显祖
315,高宗,,,高宗
312,太宗,,,太宗
4113,高祖,,,高祖
263,烈祖,,,烈祖
4519,顯祖,,,显祖
7605,太祖,,,太祖
4361,世祖,,,世祖
3695,高宗,,,高宗
4134,高祖,,,高祖
4115,太宗,,,太宗
4132,高宗,,,高宗
4117,肅宗,,,肃宗
4151,玄宗,,,玄宗
4144,代宗,,,代宗
4147,德宗,,,德宗
4143,順宗,,,顺宗
4140,憲宗,,,宪宗
4126,穆宗,,,穆宗
4135,敬宗,,,敬宗
4129,文宗,,,文宗
3638,武宗,,,武宗
4125,宣宗,,,亘宗
3721,僖宗,,,僖宗
4130,昭宗,,,昭宗
4131,景宗,,,景宗
15343,世祖,,,世祖
15346,仁宗,,,仁宗
15352,寧宗,,,宁宗
15344,成宗,,,成宗
15350,文宗,,,文宗
15351,明宗,,,明宗
15345,武宗,,,武宗
15348,泰定,,,泰定
15347,英宗,,,英宗
15283,高祖,,,高祖
15292,世祖,,,世祖
15293,睿宗,,,睿宗
15261,元宗,,,元宗
15260,烈祖,,,烈祖
15275,中宗,,,中宗
15274,殤帝,,,殇帝
15273,高祖,,,高祖
15256,太祖,,,太祖
15257,烈宗,,,烈宗
15264,世宗,,,世宗
15263,太祖,,,太祖
15265,成宗,,,成宗
15258,高祖,,,高祖
15327,仁宗,,,仁宗
15326,崇宗,,,崇宗
15325,惠宗,,,惠宗
15323,景宗,,,景宗
15328,桓宗,,,桓宗
15324,毅宗,,,毅宗
15330,神宗,,,神宗
15308,仁宗,,,仁宗
15316,光宗,,,光宗
15311,哲宗,,,哲宗
15306,太宗,,,太宗
15305,太祖,,,太祖
15315,孝宗,,,孝宗
15317,寧宗,,,宁宗
15319,度宗,,,度宗
15312,徽宗,,,徽宗
15318,理宗,,,理宗
15307,真宗,,,真宗
15310,神宗,,,神宗
15309,英宗,,,英宗
15314,高宗,,,高宗
15254,世宗,,,世宗
15253,太祖,,,太祖
15246,明宗,,,明宗
15245,莊宗,,,庄宗
15249,高祖,,,高祖
15243,太祖,,,太祖
15251,高祖,,,高祖
15285,高祖,,,高祖
15364,世宗,,,世宗
15357,仁宗,,,仁宗
15360,代宗,,,代宗
15367,光宗,,,光宗
15354,太祖,,,太祖
15362,孝宗,,,孝宗
15358,宣宗,,,亘宗
15369,思宗,,,思宗
15355,惠帝,,,惠帝
15361,憲宗,,,宪宗
15356,成祖,,,成祖
15363,武宗,,,武宗
15368,熹宗,,,熹宗
15366,神宗,,,神宗
15365,穆宗,,,穆宗
15359,英宗,,,英宗
15374,世宗,,,世宗
15372,世祖,,,世祖
15376,仁宗,,,仁宗
15371,太宗,,,太宗
15370,太祖,,,太祖
15377,宣宗,,,亘宗
15380,德宗,,,德宗
15378,文宗,,,文宗
15379,穆宗,,,穆宗
15373,聖祖,,,圣祖
15375,高宗,,,高宗
15287,高祖,,,高祖
15298,世宗,,,世宗
15297,太宗,,,太宗
15296,太祖,,,太祖
15300,景宗,,,景宗
15299,穆宗,,,穆宗
15301,聖宗,,,圣宗
15302,興宗,,,兴宗
15303,道宗,,,道宗
15337,世宗,,,世宗
15341,哀宗,,,哀宗
15334,太宗,,,太宗
15333,太祖,,,太祖
15340,宣宗,,,亘宗
15335,熙宗,,,熙宗
15338,章宗,,,章宗
15269,太宗,,,太宗
15267,太祖,,,太祖
15270,康宗,,,康宗
15268,惠宗,,,惠宗
15271,景宗,,,景宗
16645,昭宗,,,昭宗
16516,太宗,,,太宗
16642,安宗,,,安宗
16643,紹宗,,,绍宗
16644,昭宗,,,昭宗
16608,太祖,,,太祖
16609,定宗,,,定宗
16610,太宗,,,太宗
16611,世宗,,,世宗
16612,文宗,,,文宗
16613,端宗,,,端宗
16614,世祖,,,世祖
16615,睿宗,,,睿宗
16616,德宗,,,德宗
16619,中宗,,,中宗
16620,仁宗,,,仁宗
16621,明宗,,,明宗
16622,宣宗,,,亘宗
16625,仁祖,,,仁祖
16626,孝宗,,,孝宗
16627,顯宗,,,显宗
16628,肅宗,,,肃宗
16629,景宗,,,景宗
16630,英宗,,,英宗
16633,正宗,,,正宗
16634,純祖,,,纯祖
16636,憲宗,,,宪宗
16637,哲宗,,,哲宗
16638,高宗,,,高宗
16639,純宗,,,纯宗
16647,德宗,,,德宗
16649,仁宗,,,仁宗
16567,太祖,,,太祖
16568,惠宗,,,惠宗
16569,定宗,,,定宗
16570,光宗,,,光宗
16571,景宗,,,景宗
16573,成宗,,,成宗
16574,穆宗,,,穆宗
16576,顯宗,,,显宗
16577,德宗,,,德宗
16578,靖宗,,,靖宗
16579,文宗,,,文宗
16580,順宗,,,顺宗
16581,宣宗,,,亘宗
16582,獻宗,,,献宗
16583,肅宗,,,肃宗
16584,睿宗,,,睿宗
16585,仁宗,,,仁宗
16586,元宗,,,元宗
16587,明宗,,,明宗
16588,神宗,,,神宗
16589,熙宗,,,熙宗
16590,康宗,,,康宗
16591,高宗,,,高宗
16593,元宗,,,元宗
4136,懿宗,,,懿宗
3838,太宗,,,太宗
4358,世祖,,,世祖
7342,太祖,,,太祖
4520,世祖,,,世祖
3700,中宗,,,中宗
4128,睿宗,,,睿宗
3731,景帝,,,景帝
3914,明帝,,,明帝
3918,武帝,,,武帝
3917,孝宣帝,,,孝亘帝
3682,孝閔帝,,,孝闵帝
321,靜帝,,,静帝
3860,孝武帝,,,孝武帝
3853,文帝,,,文帝
3856,武帝,,,武帝
3833,前廢帝,,,前废帝
3734,順帝,,,顺帝
3732,少帝,,,少帝
275,涼悼公,,,凉悼公
273,涼哀公公,,,凉哀公公
3876,成帝,,,成帝
3875,穆帝,,,穆帝
3874,明帝,,,明帝
3873,元帝,,,元帝
3872,孝武帝,,,孝武帝
3871,簡文帝,,,简文帝
3866,哀帝,,,哀帝
3667,恭帝,,,恭帝
3666,安帝,,,安帝
3665,廢帝,,,废帝
3664,康帝,,,康帝
3877,孝惠帝,,,孝惠帝
3663,愍帝,,,愍帝
3662,孝懷帝,,,孝怀帝
3641,武帝,,,武帝
3737,敬帝,,,敬帝
3861,武帝,,,武帝
4356,簡文帝,,,简文帝
3968,成王,,,成王
3637,威王,,,威王
3636,文王,,,文王
272,桓王,,,桓王
276,隱王,,,隐王
3729,孝懷帝,,,孝怀帝
3710,昭烈帝,,,昭烈帝
3040,昭文帝,,,昭文帝
3009,武帝,,,武帝
3854,孝明帝,,,孝明帝
3837,孝靈帝,,,孝灵帝
3728,少帝,,,少帝
3656,孝獻帝,,,孝献帝
3655,少帝,,,少帝
3654,孝桓帝,,,孝桓帝
3653,孝質帝,,,孝质帝
3652,孝沖帝,,,孝冲帝
3647,孝順帝,,,孝顺帝
3646,孝安帝,,,孝安帝
3645,孝和帝,,,孝和帝
3644,孝章帝,,,孝章帝
3643,光武帝,,,光武帝
2999,殤帝,,,殇帝
267,隱帝,,,隐帝
266,昭武帝,,,昭武帝
264,光文帝,,,光文帝
3629,高帝,,,高帝
3839,孝武帝,,,孝武帝
3725,孝平帝,,,孝平帝
3724,孝哀帝,,,孝哀帝
3723,孝成帝,,,孝成帝
3708,孝元帝,,,孝元帝
3634,孝宣帝,,,孝亘帝
3633,孝昭帝,,,孝昭帝
3632,孝景帝,,,孝景帝
3631,孝文帝,,,孝文帝
3630,孝惠帝,,,孝惠帝
2946,少帝,,,少帝
2933,少帝,,,少帝
3004,秦文王,,,秦文王
3635,文明帝,,,文明帝
3998,景昭帝,,,景昭帝
4001,幽帝,,,幽帝
291,文成帝,,,文成帝
292,昭成帝,,,昭成帝
290,惠懿帝,,,惠懿帝
3703,成武帝,,,成武帝
3673,昭武帝,,,昭武帝
3672,惠愍帝,,,惠愍帝
288,昭文帝,,,昭文帝
4326,宣昭帝,,,亘昭帝
3680,高帝,,,高帝
7866,景明帝,,,景明帝
3679,哀平帝,,,哀平帝
4362,武昭帝,,,武昭帝
3901,文桓帝,,,文桓帝
3678,厲王,,,厉王
4487,孝宣帝,,,孝亘帝
4486,武帝,,,武帝
4485,文帝,,,文帝
4479,廢帝,,,废帝
4171,文帝,,,文帝
3746,恭帝,,,恭帝
311,道武帝,,,道武帝
4051,太武帝,,,太武帝
3825,孝明帝,,,孝明帝
3821,宣武帝,,,亘武帝
3819,孝文帝,,,孝文帝
3740,孝莊帝,,,孝庄帝
316,獻文帝,,,献文帝
315,文成帝,,,文成帝
312,明元帝,,,明元帝
4113,文帝,,,文帝
3659,元帝,,,元帝
263,明帝,,,明帝
7809,孝靜帝,,,孝静帝
3820,文帝,,,文帝
3744,廢帝,,,废帝
320,恭帝,,,恭帝
4521,孝昭帝,,,孝昭帝
4519,文宣帝,,,文亘帝
3742,廢帝,,,废帝
7605,高帝,,,高帝
4361,武帝,,,武帝
3697,和帝,,,和帝
3695,明帝,,,明帝
7153,宣帝,,,亘帝
15343,聖德神功文武帝,,,圣德神功文武帝
15346,聖文欽孝帝,,,圣文钦孝帝
15344,欽明廣孝帝,,,钦明广孝帝
15350,翼獻莊和帝,,,翼献庄和帝
15351,光聖仁孝帝,,,光圣仁孝帝
15345,仁惠宣孝帝,,,仁惠亘孝帝
15347,睿聖文孝帝,,,睿圣文孝帝
15283,神武聖文帝,,,神武圣文帝
15292,神武帝,,,神武帝
15293,孝和帝,,,孝和帝
15261,明道崇德文宣帝,,,明道崇德文亘帝
15260,光文肅武孝高帝,,,光文肃武孝高帝
15273,天皇大帝帝,,,天皇大帝帝
15256,武忠景王,,,武忠景王
15257,景帝,,,景帝
15259,睿帝,,,睿帝
15264,文穆王,,,文穆王
15263,武肅王,,,武肃王
15266,忠懿王,,,忠懿王
15265,忠獻王,,,忠献王
15258,高帝,,,高帝
15327,聖宗帝,,,圣宗帝
15326,聖文帝,,,圣文帝
15325,康靖帝,,,康靖帝
15323,武烈帝,,,武烈帝
15328,昭簡帝,,,昭简帝
15324,昭英帝,,,昭英帝
15330,英文帝,,,英文帝
15308,體天法道極功帝,,,体天法道极功帝
15316,循道憲仁明功帝,,,循道宪仁明功帝
15311,憲天敦化寧文帝,,,宪天敦化宁文帝
15306,至仁應道神功帝,,,至仁应道神功帝
15305,啓運立極英武帝,,,启运立极英武帝
15315,紹統同道冠德帝,,,绍统同道冠德帝
15317,法天備道純德帝,,,法天备道纯德帝
15319,端文明武景孝帝,,,端文明武景孝帝
15312,體神合道開德帝,,,体神合道开德帝
15318,建道備德大功帝,,,建道备德大功帝
15307,應符稽古成功帝,,,应符稽古成功帝
15310,紹天法古運德帝,,,绍天法古运德帝
15309,體乾應曆隆功帝,,,体干应历隆功帝
15314,受命中興全功帝,,,受命中兴全功帝
15254,睿武孝文帝,,,睿武孝文帝
15253,聖神恭肅文武帝,,,圣神恭肃文武帝
15246,聖德和武欽孝帝,,,圣德和武钦孝帝
15245,光聖神閔孝帝,,,光圣神闵孝帝
15249,聖文章武明德帝,,,圣文章武明德帝
15243,神武元聖孝帝,,,神武元圣孝帝
15251,睿文聖武昭肅帝,,,睿文圣武昭肃帝
15285,武成英烈昭肅帝,,,武成英烈昭肃帝
15364,欽天履道英毅帝,,,钦天履道英毅帝
15357,敬天體道純誠帝,,,敬天体道纯诚帝
15360,恭仁康定景帝,,,恭仁康定景帝
15367,崇天契道英睿帝,,,崇天契道英睿帝
15354,開天行道肇紀帝,,,开天行道肇纪帝
15362,達天明道純誠帝,,,达天明道纯诚帝
15358,憲天崇道英明帝,,,宪天崇道英明帝
15369,紹天繹道剛明帝,,,绍天绎道刚明帝
15361,繼天凝道顯中帝,,,继天凝道显中帝
15356,啓天弘道高明帝,,,启天弘道高明帝
15363,承天達道英肅帝,,,承天达道英肃帝
15368,達天闡道敦孝帝,,,达天阐道敦孝帝
15366,範天合道哲肅帝,,,范天合道哲肃帝
15365,契天隆道淵懿帝,,,契天隆道渊懿帝
15359,法天立道仁明帝,,,法天立道仁明帝
15279,恭孝王,,,恭孝王
15277,武穆王,,,武穆王
15374,敬天昌運建中帝,,,敬天昌运建中帝
15372,體天隆運定統帝,,,体天隆运定统帝
15376,受天興運敷化帝,,,受天兴运敷化帝
15371,應天興國弘德帝,,,应天兴国弘德帝
15370,承天廣運聖德帝,,,承天广运圣德帝
15377,效天符運立中帝,,,效天符运立中帝
15380,同天崇運大中帝,,,同天崇运大中帝
15378,協天翊運執中帝,,,协天翊运执中帝
15379,繼天開運受中帝,,,继天开运受中帝
15373,合天弘運文武帝,,,合天弘运文武帝
15375,法天隆運至誠帝,,,法天隆运至诚帝
15288,文獻王,,,文献王
15287,武信王,,,武信王
15298,孝和莊憲帝,,,孝和庄宪帝
15297,孝武惠文帝,,,孝武惠文帝
15296,大聖大明神烈帝,,,大圣大明神烈帝
15300,孝成康靖帝,,,孝成康靖帝
15299,孝安敬正帝,,,孝安敬正帝
15301,文武大聖廣孝帝,,,文武大圣广孝帝
15302,神聖孝章帝,,,神圣孝章帝
15303,仁聖大孝帝,,,仁圣大孝帝
15337,仁帝,,,仁帝
15334,文烈帝,,,文烈帝
15333,武元帝,,,武元帝
15340,哀帝,,,哀帝
15335,德宗帝,,,德宗帝
15338,憲帝,,,宪帝
15267,忠潔王,,,忠洁王
16640,懿太子,,,懿太子
16646,後主,,,后主
278,武威武王,,,武威武王
279,河西康王,,,河西康王
280,景王,,,景王
15382,忠獻王,,,忠献王
10186,唐殤皇帝,,,唐殇皇帝
302,廢主,,,废主
303,後主,,,后主
4407,武烈皇帝,,,武烈皇帝
16641,末帝,,,末帝
16510,法興王,,,法兴王
16511,眞興王,,,真兴王
16512,眞智王,,,真智王
16513,眞平王,,,真平王
16514,善德王,,,善德王
16515,眞德王,,,真德王
16516,武烈王,,,武烈王
16517,文武王,,,文武王
16518,神文王,,,神文王
16519,孝昭王,,,孝昭王
16520,聖德王,,,圣德王
16521,孝成王,,,孝成王
16522,景德王,,,景德王
16523,惠恭王,,,惠恭王
16524,宣德王,,,亘德王
16525,元聖王,,,元圣王
16526,昭聖王,,,昭圣王
16527,哀莊王,,,哀庄王
16528,憲德王,,,宪德王
16529,興德王,,,兴德王
16530,僖康王,,,僖康王
16531,閔哀王,,,闵哀王
